"ALIASNAME";"Höhe ü NN";"Breite";"Länge";"nieder";"Breite";"Lange"
"TACHERTING-ALTENHAM";523;"48°04'";"12°27'";959.2;48.07;12.45
"TACHERTING-SPREIT";508;"48°05'";"12°30'";974.2;48.08;12.5
"TAENNESBERG";590;"49°31'";"12°20'";776.4;49.52;12.33
"TAFERTSHOFEN";520;"48°13'";"10°16'";924.3;48.22;10.27
"TAGMERSHEIM-BLOSSENAU";522;"48°48'";"10°56'";678.5;48.8;10.93
"TALHEIM";756;"47°55'";"08°39'";891.0;47.92;8.65
"TAMBACH-DIETHARZ";470;"50°48'";"10°37'";993.7;50.8;10.62
"TAMBACH-DIETHARZ (FORSTH";544;"50°49'";"10°35'";1042.8;50.82;10.58
"TAMBACH-DIETHARZ (TALSP.";475;"50°47'";"10°37'";866.5;50.78;10.62
"TANGERHUETTE";38;"52°25'";"11°48'";530.5;52.42;11.8
"TANGERMUENDE";45;"52°32'";"11°58'";510.5;52.53;11.97
"TANN/RHOEN";395;"50°38'";"10°01'";810.3;50.63;10.02
"TANNA";548;"50°29'";"11°51'";724.1;50.48;11.85
"TANNA-STELZEN";584;"50°28'";"11°57'";709.2;50.47;11.95
"TANNE";510;"51°42'";"10°43'";927.7;51.7;10.72
"TANNEBERG";260;"51°03'";"13°24'";591.2;51.05;13.4
"TANNENBERG";532;"50°36'";"12°56'";945.6;50.6;12.93
"TANNRODA";295;"50°51'";"11°14'";614.5;50.85;11.23
"TAUBERBISCH.-DITTIGHEIM";179;"49°36'";"09°40'";580.1;49.6;9.67
"TAUCHA";127;"51°22'";"12°28'";629.1;51.37;12.47
"TAUER";64;"51°53'";"14°26'";619.6;51.88;14.43
"TAUFKIRCHEN-MOOSEN/VILS";461;"48°20'";"12°11'";948.7;48.33;12.18
"TAUNUSSTEIN-EISERNE HAND";420;"50°07'";"08°10'";829.2;50.12;8.17
"TAUNUSSTEIN-HAMBACH";340;"50°12'";"08°11'";716.0;50.2;8.18
"TAUNUSSTEIN-NEUHOF";395;"50°10'";"08°13'";770.5;50.17;8.22
"TAUSCHA-WUERSCHNITZ";170;"51°14'";"13°47'";635.3;51.23;13.78
"TECHELWITZ";25;"54°20'";"10°54'";581.4;54.33;10.9
"TECKLENBURG";157;"52°13'";"07°48'";811.9;52.22;7.8
"TEGERNSEE (AKKST)";837;"47°42'";"11°45'";1570.4;47.7;11.75
"TEICHWOLFRAMSDORF";345;"50°43'";"12°14'";660.4;50.72;12.23
"TEISENDORF";496;"47°51'";"12°49'";1323.2;47.85;12.82
"TEISENDORF-NEUKIRCHEN";712;"47°50'";"12°44'";1680.2;47.83;12.73
"TEISNACH";470;"49°02'";"12°59'";904.8;49.03;12.98
"TELGTE";55;"51°59'";"07°47'";729.9;51.98;7.78
"TELLINGSTEDT";15;"54°13'";"09°17'";883.5;54.22;9.28
"TEMMELS";142;"49°41'";"06°27'";755.1;49.68;6.45
"TEMPLIN";67;"53°07'";"13°30'";557.6;53.12;13.5
"TENNSTEDT,BAD";175;"51°09'";"10°50'";489.6;51.15;10.83
"TESSIN";15;"54°01'";"12°28'";654.4;54.02;12.47
"TETEROW (AWST)";46;"53°45'";"12°37'";544.0;53.75;12.62
"TETTAU (A)";578;"50°27'";"11°15'";1051.4;50.45;11.25
"TETTNANG-TANNAU";472;"47°39'";"09°38'";1100.0;47.65;9.63
"TEUNZ-WILDSTEIN";671;"49°31'";"12°25'";954.4;49.52;12.42
"TEUPITZ";35;"52°08'";"13°37'";532.0;52.13;13.62
"TEUSCHNITZ-WICKENDORF";568;"50°22'";"11°22'";990.5;50.37;11.37
"TEUTSCHENTHAL";102;"51°27'";"11°48'";482.0;51.45;11.8
"TEYENDORF";60;"52°58'";"10°47'";610.9;52.97;10.78
"THAL";300;"50°55'";"10°23'";818.7;50.92;10.38
"THALE/HARZ";157;"51°45'";"11°02'";515.6;51.75;11.03
"THALHAM";628;"47°50'";"11°49'";1395.1;47.83;11.82
"THALMAESSING";419;"49°05'";"11°13'";732.9;49.08;11.22
"THARANDT-GRILLENBURG";384;"50°57'";"13°30'";855.5;50.95;13.5
"THEESSEN";61;"52°14'";"12°03'";539.7;52.23;12.05
"THEMAR-TACHBACH";360;"50°31'";"10°37'";757.1;50.52;10.62
"THIERSTEIN";595;"50°06'";"12°06'";724.2;50.1;12.1
"THIESSEN";86;"51°57'";"12°18'";567.8;51.95;12.3
"THOLEY (AWST)";396;"49°28'";"07°02'";1001.4;49.47;7.03
"THOSSFELL";425;"50°31'";"12°14'";721.8;50.52;12.23
"THRONITZ";117;"51°16'";"12°12'";559.6;51.27;12.2
"THURNAU";399;"50°01'";"11°22'";759.3;50.02;11.37
"THURNAU-TANNFELD";517;"49°59'";"11°24'";821.5;49.98;11.4
"THYRNAU";443;"48°36'";"13°32'";990.4;48.6;13.53
"THYROW";43;"52°15'";"13°14'";523.8;52.25;13.23
"TIEFENBACH";543;"49°26'";"12°35'";949.8;49.43;12.58
"TIEFENBACH-BOEHRIGEN";240;"51°01'";"13°09'";715.2;51.02;13.15
"TIEFENBRONN";344;"48°49'";"08°47'";812.1;48.82;8.78
"TIEFENELLERN";394;"49°55'";"11°05'";852.3;49.92;11.08
"TIEFENORT";236;"50°50'";"10°09'";560.5;50.83;10.15
"TIEFENSEE, KR.BARNIM";90;"52°40'";"13°50'";623.9;52.67;13.83
"TIEFENSEE, KRS.DELITZSCH";90;"51°35'";"12°31'";547.8;51.58;12.52
"TIMMENDORFER STRAND";28;"54°00'";"10°46'";633.4;54;10.77
"TIMMENRODE";200;"51°46'";"11°00'";489.8;51.77;11
"TIRPERSDORF";485;"50°26'";"12°15'";744.1;50.43;12.25
"TIRSCHENREUTH";515;"49°53'";"12°20'";656.0;49.88;12.33
"TITISEE-N.-LANGENORDNACH";870;"47°56'";"08°11'";1246.5;47.93;8.18
"TITISEE-N.-TITIS.(AKKST)";846;"47°54'";"08°08'";1328.7;47.9;8.13
"TITLMOOS";584;"48°07'";"12°23'";1019.6;48.12;12.38
"TITSCHENDORF";600;"50°23'";"11°31'";856.6;50.38;11.52
"TITTING-HEILIGENKREUZ";556;"48°57'";"11°10'";809.9;48.95;11.17
"TITTLING";506;"48°43'";"13°21'";1019.5;48.72;13.35
"TITTMONING";382;"48°03'";"12°45'";991.3;48.05;12.75
"TOBERTITZ";470;"50°29'";"11°59'";726.8;50.48;11.98
"TODENDORF";50;"53°41'";"10°20'";773.3;53.68;10.33
"TODTMOOS";781;"47°43'";"08°00'";1936.4;47.72;8
"TOELZ,BAD";640;"47°46'";"11°32'";1468.5;47.77;11.53
"TOENISVORST";37;"51°17'";"06°26'";790.4;51.28;6.43
"TOEPEN";537;"50°23'";"11°52'";695.8;50.38;11.87
"TOLK";35;"54°35'";"09°38'";866.1;54.58;9.63
"TORGAU";80;"51°35'";"13°00'";541.6;51.58;13
"TORGELOW";10;"53°38'";"14°01'";566.5;53.63;14.02
"TORNAU";118;"51°38'";"12°35'";651.9;51.63;12.58
"TOSTEDT";58;"53°17'";"09°42'";728.3;53.28;9.7
"TRAITSCHING";435;"49°09'";"12°38'";759.8;49.15;12.63
"TRAUNREUT-FRUEHLING";587;"47°57'";"12°37'";1237.0;47.95;12.62
"TRAUTENSTEIN";490;"51°41'";"10°47'";846.3;51.68;10.78
"TRAVEMUENDE";9;"53°58'";"10°52'";639.4;53.97;10.87
"TREBBIN";38;"52°12'";"13°13'";531.1;52.2;13.22
"TREBEL";24;"52°59'";"11°19'";577.7;52.98;11.32
"TREBEN-PLOTTENDORF";175;"51°02'";"12°26'";560.2;51.03;12.43
"TREBENDORF";143;"51°31'";"14°33'";654.7;51.52;14.55
"TREBSEN";129;"51°17'";"12°45'";597.8;51.28;12.75
"TREFFURT";215;"51°08'";"10°14'";628.1;51.13;10.23
"TREIA";7;"54°30'";"09°19'";889.4;54.5;9.32
"TRENDELBURG";133;"51°34'";"09°26'";754.1;51.57;9.43
"TRENDELBURG-LANGENTHAL";260;"51°37'";"09°22'";775.0;51.62;9.37
"TRENT";3;"54°32'";"13°14'";551.4;54.53;13.23
"TREPPELN";110;"52°05'";"14°33'";595.3;52.08;14.55
"TREUCHTLINGEN-AUERNHEIM";617;"48°57'";"10°48'";848.4;48.95;10.8
"TREUCHTLINGEN-SCHAMBACH";425;"48°57'";"10°57'";738.8;48.95;10.95
"TREUENBRIETZEN";55;"52°06'";"12°52'";510.3;52.1;12.87
"TRIANGEL";54;"52°31'";"10°36'";656.8;52.52;10.6
"TRIBERG";683;"48°07'";"08°13'";1741.1;48.12;8.22
"TRIBERG (KURPARK)";700;"48°07'";"08°14'";1557.1;48.12;8.23
"TRIBERG-NUSSBACH";720;"48°08'";"08°14'";1371.0;48.13;8.23
"TRIBSEES";10;"54°04'";"12°46'";588.1;54.07;12.77
"TRIER (STADT)";144;"49°45'";"06°38'";754.1;49.75;6.63
"TRIER-PETRISBERG (WEWA)";265;"49°44'";"06°39'";784.3;49.73;6.65
"TRIFTERN";390;"48°23'";"13°00'";954.7;48.38;13
"TRIPPSTADT";410;"49°21'";"07°46'";940.9;49.35;7.77
"TRITTAU";28;"53°36'";"10°25'";775.7;53.6;10.42
"TROCHTELFINGEN";700;"48°18'";"09°14'";901.5;48.3;9.23
"TROCHTELFINGEN-STEINHIL.";795;"48°18'";"09°16'";868.8;48.3;9.27
"TROEBITZ";103;"51°35'";"13°25'";585.9;51.58;13.42
"TROSSIN";105;"51°37'";"12°49'";595.5;51.62;12.82
"TROSTBERG";489;"48°01'";"12°33'";1050.2;48.02;12.55
"TRUCHTLACHING";518;"47°58'";"12°29'";1215.2;47.97;12.48
"TRUSETAL-LAUDENBACH";490;"50°48'";"10°24'";832.8;50.8;10.4
"TRUSETAL-TRUSEN";332;"50°46'";"10°24'";726.6;50.77;10.4
"TUCHEN";63;"52°45'";"13°47'";577.3;52.75;13.78
"TUEBINGEN (BOT.GARTEN)";445;"48°32'";"09°02'";752.8;48.53;9.03
"TUEBINGEN-BEBENHAUSEN";350;"48°33'";"09°03'";787.4;48.55;9.05
"TUERKHEIM";599;"48°03'";"10°38'";954.6;48.05;10.63
"TUESSLING";417;"48°12'";"12°37'";898.8;48.2;12.62
"TUETTLEBEN";283;"50°56'";"10°47'";543.4;50.93;10.78
"TUNTENHAUSEN-WEICHING";483;"47°57'";"12°01'";1040.6;47.95;12.02
"TURNOW";62;"51°52'";"14°23'";562.6;51.87;14.38
"TUTTLINGEN";648;"48°00'";"08°49'";906.8;48;8.82
"TUTZING-OBERZEISMERING";687;"47°54'";"11°15'";1157.7;47.9;11.25
"TUTZING-TRAUBING";670;"47°56'";"11°15'";1092.2;47.93;11.25
"TWIST";21;"52°38'";"07°06'";725.1;52.63;7.1
"TWIST-HEBELERMEER";19;"52°44'";"07°04'";713.0;52.73;7.07
"TWISTETAL-MUEHLHAUSEN";295;"51°20'";"08°54'";676.5;51.33;8.9
"UCHTE";45;"52°29'";"08°54'";705.6;52.48;8.9
"UCHTE-WOLTRINGHAUSEN";38;"52°33'";"08°56'";659.5;52.55;8.93
"UDER";232;"51°21'";"10°03'";693.3;51.35;10.05
"UDESTEDT";175;"51°02'";"11°07'";506.4;51.03;11.12
"UEBERLINGEN/BODENSEE";490;"47°46'";"09°11'";904.9;47.77;9.18
"UEBERSEE-FELDWIES";520;"47°49'";"12°29'";1324.4;47.82;12.48
"UEBIGAU";84;"51°35'";"13°17'";574.3;51.58;13.28
"UECHTELHAUSEN-HESSELBACH";380;"50°06'";"10°19'";732.7;50.1;10.32
"UECKERMUENDE (AWST)";1;"53°44'";"14°04'";505.3;53.73;14.07
"UEHLINGEN-BIRKENDORF";755;"47°44'";"08°18'";1127.2;47.73;8.3
"UELSEN";40;"52°29'";"06°53'";816.8;52.48;6.88
"UELVESBUELL";1;"54°25'";"08°55'";777.2;54.42;8.92
"UELZEN";50;"52°56'";"10°31'";622.4;52.93;10.52
"UELZEN (STADT)";37;"52°58'";"10°33'";658.7;52.97;10.55
"UETZE";51;"52°27'";"10°14'";684.0;52.45;10.23
"UFFING A.ST.SEE-SCHOEFF.";730;"47°42'";"11°05'";1235.8;47.7;11.08
"UFTRUNGEN";197;"51°30'";"10°58'";552.4;51.5;10.97
"UHLSTAEDT";200;"50°44'";"11°28'";523.7;50.73;11.47
"UHYST";132;"51°21'";"14°30'";600.4;51.35;14.5
"ULM (AWST)";571;"48°23'";"09°57'";748.3;48.38;9.95
"ULRICHSTEIN";580;"50°33'";"09°12'";1119.0;50.55;9.2
"UMMANZ-LIESCHOW";2;"54°26'";"13°10'";547.0;54.43;13.17
"UMMENDORF (AWST)";162;"52°09'";"11°10'";537.5;52.15;11.17
"UNTERAMMERGAU";840;"47°37'";"11°01'";1656.1;47.62;11.02
"UNTERFOEHRING";505;"48°11'";"11°38'";898.9;48.18;11.63
"UNTERGRIESBACH-GOTTSDORF";630;"48°31'";"13°44'";1079.4;48.52;13.73
"UNTERGRIESBACH-SCHAIBING";495;"48°36'";"13°38'";1067.9;48.6;13.63
"UNTERGRUPPENBACH-UNTERH.";280;"49°05'";"09°19'";920.1;49.08;9.32
"UNTERHARTMANNSREUTH";540;"50°23'";"11°56'";716.9;50.38;11.93
"UNTERLUESS";95;"52°51'";"10°17'";800.5;52.85;10.28
"UNTERNOGG";841;"47°39'";"10°58'";1694.9;47.65;10.97
"UNTERREIT-WAGENSTATT";502;"48°08'";"12°16'";1030.2;48.13;12.27
"UNTERSCHWANINGEN-O.SCHW.";460;"49°05'";"10°37'";698.5;49.08;10.62
"UNTERWOESSEN-HINTERWOES.";647;"47°42'";"12°27'";1648.7;47.7;12.45
"UPLENGEN-STAPELERMOOR";14;"53°21'";"07°50'";786.0;53.35;7.83
"URACH,BAD";471;"48°29'";"09°24'";938.8;48.48;9.4
"URBACH";190;"51°29'";"10°54'";534.6;51.48;10.9
"URSENSOLLEN";534;"49°24'";"11°45'";756.1;49.4;11.75
"URSPRINGEN/MAIN";265;"49°54'";"09°40'";708.2;49.9;9.67
"USEDOM";2;"53°52'";"13°55'";559.6;53.87;13.92
"USLAR";190;"51°40'";"09°38'";840.5;51.67;9.63
"USLAR-SCHLARPE";270;"51°39'";"09°45'";871.9;51.65;9.75
"UTERSUM/FOEHR";6;"54°42'";"08°24'";774.0;54.7;8.4
"UTHLEBEN";170;"51°27'";"10°50'";535.3;51.45;10.83
"UTTENREUTH";291;"49°35'";"11°04'";766.1;49.58;11.07
"UTTENWEILER-AHLEN";612;"48°07'";"09°39'";775.4;48.12;9.65
"UTTING-ACHSELSCHWANG";591;"48°02'";"11°03'";1062.0;48.03;11.05
"VAALERMOOR";0;"53°58'";"09°19'";773.8;53.97;9.32
"VACHA";255;"50°48'";"10°01'";657.6;50.8;10.02
"VAHRENDORF";97;"53°26'";"09°55'";787.5;53.43;9.92
"VAIHINGEN A.D.ENZ-RIET";270;"48°53'";"08°58'";727.5;48.88;8.97
"VALLEY-MUEHLTHAL";617;"47°52'";"11°47'";1295.4;47.87;11.78
"VALLEY-SCHMIDHAM";747;"47°51'";"11°46'";1310.3;47.85;11.77
"VARCHENTIN";52;"53°34'";"12°52'";558.7;53.57;12.87
"VAREL";7;"53°23'";"08°07'";818.1;53.38;8.12
"VATTERODE-GRAEFENSTUHL";240;"51°36'";"11°24'";509.7;51.6;11.4
"VECHELDE-FUERSTENAU";75;"52°18'";"10°19'";631.3;52.3;10.32
"VECHELDE-VALLSTEDT";82;"52°13'";"10°21'";608.5;52.22;10.35
"VECHTA";41;"52°45'";"08°18'";728.4;52.75;8.3
"VEHLOW";46;"53°01'";"12°19'";557.1;53.02;12.32
"VEITSHOECHHEIM";187;"49°50'";"09°52'";631.7;49.83;9.87
"VELBERT-LANGENBERG";220;"51°22'";"07°06'";1071.8;51.37;7.1
"VELBURG";534;"49°16'";"11°40'";817.9;49.27;11.67
"VELBURG-ALBERTSHOFEN";493;"49°18'";"11°41'";798.0;49.3;11.68
"VELLBERG-KLEINALTDORF";396;"49°07'";"09°53'";778.6;49.12;9.88
"VELTEN";36;"52°41'";"13°10'";586.3;52.68;13.17
"VERDEN-DAUELSEN";21;"52°57'";"09°13'";693.5;52.95;9.22
"VERINGENSTADT";632;"48°10'";"09°12'";825.7;48.17;9.2
"VERSEN";13;"52°44'";"07°15'";664.5;52.73;7.25
"VERSETALSPERRE";392;"51°12'";"07°41'";1250.6;51.2;7.68
"VERSMOLD";65;"52°00'";"08°09'";767.8;52;8.15
"VIECHTACH";455;"49°04'";"12°53'";857.1;49.07;12.88
"VIECHTACH-BUEHLING";662;"49°06'";"12°55'";935.8;49.1;12.92
"VIENENBURG-LENGDE";135;"51°59'";"10°33'";626.2;51.98;10.55
"VIERETH-TRUNSTADT";236;"49°55'";"10°46'";643.5;49.92;10.77
"VIERITZ";32;"52°31'";"12°15'";508.3;52.52;12.25
"VIERNHEIM";98;"49°33'";"08°36'";725.5;49.55;8.6
"VIERRADEN";4;"53°06'";"14°19'";496.1;53.1;14.32
"VIERSEN";60;"51°15'";"06°22'";729.9;51.25;6.37
"VILBEL,BAD-DORTELWEIL";125;"50°12'";"08°44'";709.4;50.2;8.73
"VILGERTSHOFEN-PFLUGDORF";685;"47°58'";"10°55'";1120.3;47.97;10.92
"VILLINGEN-SCHWENN.(NST)";715;"48°03'";"08°31'";864.9;48.05;8.52
"VILLINGEN-SCHWENNINGEN";720;"48°02'";"08°27'";914.6;48.03;8.45
"VILSBIBURG";459;"48°27'";"12°20'";778.1;48.45;12.33
"VILSECK";430;"49°36'";"11°48'";726.9;49.6;11.8
"VILSHOFEN (SCHWEIKLBERG)";378;"48°37'";"13°10'";899.9;48.62;13.17
"VIOEL";21;"54°34'";"09°11'";860.9;54.57;9.18
"VIPPACHEDELHAUSEN";206;"51°05'";"11°14'";513.6;51.08;11.23
"VISBEK";51;"52°50'";"08°18'";803.5;52.83;8.3
"VISSELHOEVEDE";58;"52°59'";"09°34'";766.2;52.98;9.57
"VITTE/HIDDENSEE";2;"54°34'";"13°06'";506.9;54.57;13.1
"VLOTHO-VALDORF";101;"52°09'";"08°50'";812.7;52.15;8.83
"VOEHL-BUCHENBERG";380;"51°09'";"08°52'";726.8;51.15;8.87
"VOEHL-SCHMITTLOTHEIM";270;"51°09'";"08°54'";703.8;51.15;8.9
"VOEHL-THALITTER";340;"51°13'";"08°54'";701.3;51.22;8.9
"VOEHRENBACH-LANGENBACH";857;"48°03'";"08°18'";1370.6;48.05;8.3
"VOELKLINGEN";220;"49°15'";"06°51'";678.5;49.25;6.85
"VOELKLINGEN (KW-FENNE)";187;"49°15'";"06°52'";738.9;49.25;6.87
"VOELKLINGEN-LUDWEILER";245;"49°13'";"06°49'";870.8;49.22;6.82
"VOERDE-MEHRUM";24;"51°34'";"06°37'";795.2;51.57;6.62
"VOGTAREUTH";475;"47°57'";"12°11'";1008.5;47.95;12.18
"VOGTSBURG-OBERROTWEIL";223;"48°05'";"07°38'";686.6;48.08;7.63
"VOLKACH-FAHR";200;"49°52'";"10°09'";580.3;49.87;10.15
"VOLKACH-GAIBACH";257;"49°53'";"10°13'";556.7;49.88;10.22
"VOLKMARSEN";180;"51°24'";"09°07'";678.4;51.4;9.12
"VOLLERSODE-GIEHLERMOOR";5;"53°20'";"08°57'";829.9;53.33;8.95
"VORBECK-KAMBS";5;"53°53'";"12°03'";582.7;53.88;12.05
"VORDORF";88;"52°22'";"10°32'";627.7;52.37;10.53
"WAAKIRCHEN";750;"47°46'";"11°40'";1521.4;47.77;11.67
"WAAKIRCHEN-DEMMELBERG";815;"47°45'";"11°41'";1697.9;47.75;11.68
"WABERN-HEBEL";203;"51°04'";"09°23'";607.5;51.07;9.38
"WACHENROTH-WEINGARTSGR.";285;"49°44'";"10°44'";638.3;49.73;10.73
"WACHSTEDT";486;"51°17'";"10°15'";843.6;51.28;10.25
"WACHTBERG-BERKUM";220;"50°37'";"07°08'";707.5;50.62;7.13
"WACKERSLEBEN";86;"52°04'";"11°01'";580.0;52.07;11.02
"WADDENS";1;"53°33'";"08°24'";690.7;53.55;8.4
"WADDEWEITZ";52;"52°59'";"10°58'";644.8;52.98;10.97
"WADERN-WADRILL";354;"49°35'";"06°53'";1114.4;49.58;6.88
"WADERSLOH";92;"51°45'";"08°15'";757.4;51.75;8.25
"WAECHTERSBACH";138;"50°14'";"09°17'";888.2;50.23;9.28
"WAGENFELD";38;"52°32'";"08°35'";667.7;52.53;8.58
"WAGHAEUSEL-KIRRLACH";105;"49°14'";"08°32'";700.5;49.23;8.53
"WAGING AM SEE";475;"47°55'";"12°45'";1204.0;47.92;12.75
"WAHLERSCHEID";628;"50°30'";"06°20'";1220.4;50.5;6.33
"WAHLSBURG-LIPPOLDSBERG";176;"51°37'";"09°34'";823.9;51.62;9.57
"WAHNS";350;"50°37'";"10°18'";640.5;50.62;10.3
"WAHRENHOLZ";63;"52°37'";"10°35'";617.1;52.62;10.58
"WAIBLINGEN";224;"48°49'";"09°19'";791.6;48.82;9.32
"WAIDHAUS-PFRENTSCH";499;"49°37'";"12°29'";821.8;49.62;12.48
"WAIZENBACH";280;"50°09'";"09°47'";689.4;50.15;9.78
"WALBECK";130;"52°16'";"11°04'";585.1;52.27;11.07
"WALD-MICHELBACH";343;"49°34'";"08°49'";1136.4;49.57;8.82
"WALDASCHAFF";205;"49°58'";"09°17'";854.5;49.97;9.28
"WALDBROEL";295;"50°52'";"07°36'";1102.4;50.87;7.6
"WALDBRUNN-OBERDIELBACH";490;"49°26'";"09°03'";1082.6;49.43;9.05
"WALDBRUNN/WESTERW.-LAHR";280;"50°30'";"08°08'";779.4;50.5;8.13
"WALDECK";376;"51°12'";"09°04'";653.4;51.2;9.07
"WALDECK-ALRAFT";300;"51°14'";"08°58'";666.9;51.23;8.97
"WALDECK-FREIENHAGEN";420;"51°16'";"09°04'";663.5;51.27;9.07
"WALDECK-NIEDERWERBE";260;"51°12'";"09°00'";629.4;51.2;9
"WALDEMS-REINBORN";380;"50°15'";"08°21'";784.8;50.25;8.35
"WALDENBURG-OBERSTEINBACH";476;"49°09'";"09°37'";1007.1;49.15;9.62
"WALDERSHOF-HOHENHARD";690;"49°55'";"12°04'";886.2;49.92;12.07
"WALDERSHOF-SCHAFBRUCK";723;"49°56'";"12°05'";852.8;49.93;12.08
"WALDFEUCHT-HAAREN";41;"51°05'";"06°01'";701.0;51.08;6.02
"WALDHAEUSER (NAT.PARK)";940;"48°55'";"13°27'";1308.6;48.92;13.45
"WALDHOF";55;"53°11'";"11°52'";594.4;53.18;11.87
"WALDHUFEN-DIEHSA";198;"51°14'";"14°44'";678.5;51.23;14.73
"WALDKAPPEL";260;"51°09'";"09°52'";790.1;51.15;9.87
"WALDKAPPEL-RODEBACH";316;"51°11'";"09°52'";848.1;51.18;9.87
"WALDKIRCHEN";625;"48°43'";"13°36'";1135.0;48.72;13.6
"WALDKIRCHEN-OBERFRAUENW.";855;"48°41'";"13°39'";1100.2;48.68;13.65
"WALDLEININGEN";302;"49°24'";"07°53'";818.1;49.4;7.88
"WALDMANNSHOFEN";322;"49°32'";"10°04'";693.3;49.53;10.07
"WALDMUENCHEN";510;"49°22'";"12°42'";845.7;49.37;12.7
"WALDSASSEN";501;"50°00'";"12°17'";644.2;50;12.28
"WALDSEE,BAD-MITTELURBACH";620;"47°52'";"09°45'";945.0;47.87;9.75
"WALDSHUT";330;"47°37'";"08°14'";1155.2;47.62;8.23
"WALDSOLMS-BRANDOBERNDORF";260;"50°26'";"08°30'";873.3;50.43;8.5
"WALDSTEIN";860;"50°08'";"11°51'";1056.6;50.13;11.85
"WALDSTETTEN-WISSGOLDING.";542;"48°44'";"09°48'";1187.3;48.73;9.8
"WALDTHURN";569;"49°40'";"12°20'";832.5;49.67;12.33
"WALDZIMMERN";358;"49°16'";"09°38'";936.7;49.27;9.63
"WALKENDORF";35;"53°58'";"12°32'";607.2;53.97;12.53
"WALLDUERN-ALTHEIM";330;"49°31'";"09°26'";786.0;49.52;9.43
"WALLDUERN-REINHARDSACHS.";311;"49°38'";"09°20'";796.9;49.63;9.33
"WALLENFELS-SCHNAID(MIT.)";555;"50°17'";"11°33'";1044.3;50.28;11.55
"WALLERFING-NEUSLING";342;"48°41'";"12°52'";766.0;48.68;12.87
"WALLERSDORF";334;"48°44'";"12°45'";710.8;48.73;12.75
"WALLGAU-OBERNACH";824;"47°33'";"11°17'";1571.0;47.55;11.28
"WALSRODE";41;"52°52'";"09°36'";816.2;52.87;9.6
"WALTENHOFEN-MARTINSZELL";700;"47°37'";"10°16'";1419.0;47.62;10.27
"WALTERSHAUSEN";338;"50°53'";"10°34'";690.2;50.88;10.57
"WALTING-RAPPERSZELL";504;"48°56'";"11°17'";720.5;48.93;11.28
"WALTROP";73;"51°37'";"07°23'";813.0;51.62;7.38
"WALTROP (IM DEPOT)";65;"51°37'";"07°19'";777.9;51.62;7.32
"WANFRIED";167;"51°11'";"10°09'";597.9;51.18;10.15
"WANG-SPOERERAU";410;"48°29'";"11°59'";685.9;48.48;11.98
"WANGEN/ALLGAEU";588;"47°40'";"09°51'";1441.8;47.67;9.85
"WANGERLAND-MINSEN";2;"53°42'";"07°58'";787.2;53.7;7.97
"WANGERLAND-OLDORF.SIETW.";2;"53°37'";"07°56'";784.8;53.62;7.93
"WANGEROOGE";3;"53°47'";"07°54'";808.7;53.78;7.9
"WANZLEBEN";90;"52°03'";"11°27'";486.4;52.05;11.45
"WARBURG";225;"51°29'";"09°10'";689.1;51.48;9.17
"WARBURG-HOHENWEPEL";240;"51°32'";"09°07'";716.7;51.53;9.12
"WAREN (AWST)";70;"53°31'";"12°40'";574.4;53.52;12.67
"WAREN (MUERITZHOF)";70;"53°27'";"12°44'";525.1;53.45;12.73
"WARENDORF";53;"51°57'";"08°01'";725.9;51.95;8.02
"WARENDORF-HOETMAR";64;"51°53'";"07°54'";755.2;51.88;7.9
"WARIN";35;"53°48'";"11°41'";604.1;53.8;11.68
"WARMENSTEINACH";610;"49°59'";"11°46'";1148.2;49.98;11.77
"WARNGAU-TAUBENBERG";795;"47°49'";"11°46'";1474.6;47.82;11.77
"WARPE-HELZENDORF";25;"52°45'";"09°04'";704.7;52.75;9.07
"WARSTEIN";330;"51°27'";"08°21'";1021.3;51.45;8.35
"WARSTEIN-BELECKE";254;"51°29'";"08°20'";903.4;51.48;8.33
"WARSTEIN-HIRSCHBERG";398;"51°26'";"08°16'";1087.5;51.43;8.27
"WARTENBERG-ANGERSBACH";270;"50°37'";"09°26'";711.1;50.62;9.43
"WARTENBURG";70;"51°48'";"12°46'";550.9;51.8;12.77
"WARTHAUSEN-BIRKENHARD";599;"48°07'";"09°45'";803.9;48.12;9.75
"WARTMANNSROTH-NEUWIRTHS.";422;"50°11'";"09°50'";760.9;50.18;9.83
"WARZA";278;"51°00'";"10°41'";530.2;51;10.68
"WASSENACH";305;"50°25'";"07°16'";703.4;50.42;7.27
"WASSERBURG/INN";443;"48°03'";"12°13'";1109.5;48.05;12.22
"WASSERBURG/INN-REISACH";481;"48°02'";"12°11'";1028.8;48.03;12.18
"WASSERKUPPE (WEWA)";921;"50°29'";"09°56'";1083.8;50.48;9.93
"WASSERLEBEN";152;"51°56'";"10°45'";581.1;51.93;10.75
"WASSERLOSEN";330;"50°05'";"10°01'";627.0;50.08;10.02
"WASSERTRUEDINGEN";435;"49°02'";"10°36'";688.9;49.03;10.6
"WATTENDORF";522;"50°02'";"11°07'";901.6;50.03;11.12
"WEBERSTEDT";230;"51°06'";"10°30'";544.0;51.1;10.5
"WECHINGEN";413;"48°53'";"10°36'";641.0;48.88;10.6
"WEDEL";14;"53°35'";"09°43'";754.4;53.58;9.72
"WEDEMARK-ELZE";40;"52°35'";"09°45'";723.5;52.58;9.75
"WEDEMARK-RESSE";50;"52°30'";"09°38'";698.3;52.5;9.63
